,index,short_name,player_positions,overall,potential,age,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year,sex
2222,271,I. Herlovsen,CAM,78,78,31,Norway,Left,77.0,85.0,38.0,73.0,27.0,55.0,12,13,11,13,10,2020,F
2223,272,V. Schweers,LB,78,78,30,Germany,Left,70.0,45.0,64.0,70.0,80.0,80.0,12,16,9,7,16,2020,F
2224,273,V. Schweers,LM,78,78,30,Germany,Left,70.0,45.0,64.0,70.0,80.0,80.0,12,16,9,7,16,2020,F
2225,274,V. Schweers,CB,78,78,30,Germany,Left,70.0,45.0,64.0,70.0,80.0,80.0,12,16,9,7,16,2020,F
2226,275,S. Mayor,RM,78,78,27,Mexico,Right,81.0,75.0,75.0,80.0,37.0,62.0,11,10,12,11,13,2020,F
2227,276,S. Mayor,LM,78,78,27,Mexico,Right,81.0,75.0,75.0,80.0,37.0,62.0,11,10,12,11,13,2020,F
2228,277,Sandra Paños,GK,78,83,26,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,77,82,76,80,2020,F
2229,278,Mari Paz Vilas,ST,78,78,31,Spain,Right,77.0,82.0,50.0,74.0,45.0,72.0,10,13,15,11,8,2020,F
2230,279,R. Percival,RB,78,78,29,New Zealand,Right,74.0,64.0,80.0,77.0,78.0,60.0,17,14,14,12,12,2020,F
2231,280,R. Percival,RWB,78,78,29,New Zealand,Right,74.0,64.0,80.0,77.0,78.0,60.0,17,14,14,12,12,2020,F
2232,281,R. Percival,CDM,78,78,29,New Zealand,Right,74.0,64.0,80.0,77.0,78.0,60.0,17,14,14,12,12,2020,F
2233,282,D. Bloodworth,CB,78,82,24,Netherlands,Right,78.0,66.0,79.0,77.0,77.0,80.0,17,15,16,15,16,2020,F
2234,283,D. Bloodworth,LB,78,82,24,Netherlands,Right,78.0,66.0,79.0,77.0,77.0,80.0,17,15,16,15,16,2020,F
2235,284,L. Geurts,GK,78,78,33,Netherlands,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,77,75,78,75,77,2020,F
2236,285,R. Daly,RM,78,78,27,England,Right,79.0,76.0,69.0,77.0,60.0,69.0,12,9,14,9,17,2020,F
2237,286,R. Daly,ST,78,78,27,England,Right,79.0,76.0,69.0,77.0,60.0,69.0,12,9,14,9,17,2020,F
2238,287,R. Daly,LM,78,78,27,England,Right,79.0,76.0,69.0,77.0,60.0,69.0,12,9,14,9,17,2020,F
2239,288,H. Kayikci,ST,78,79,27,Germany,Right,82.0,78.0,65.0,82.0,27.0,59.0,9,16,13,12,13,2020,F
2240,289,H. Kayikci,CF,78,79,27,Germany,Right,82.0,78.0,65.0,82.0,27.0,59.0,9,16,13,12,13,2020,F
2241,290,C. Simon,LB,78,79,26,Germany,Left,79.0,57.0,68.0,71.0,77.0,67.0,12,7,10,11,12,2020,F
2242,291,C. Simon,LM,78,79,26,Germany,Left,79.0,57.0,68.0,71.0,77.0,67.0,12,7,10,11,12,2020,F
2243,292,L. Beerensteyn,RW,78,84,22,Netherlands,Right,90.0,72.0,64.0,83.0,38.0,68.0,14,16,16,13,16,2020,F
2244,293,L. Beerensteyn,ST,78,84,22,Netherlands,Right,90.0,72.0,64.0,83.0,38.0,68.0,14,16,16,13,16,2020,F
2245,294,M. Lawley,RM,78,81,25,England,Right,89.0,66.0,72.0,81.0,46.0,63.0,14,16,11,9,13,2020,F
2246,295,A. McManus,CB,78,82,26,England,Right,70.0,29.0,49.0,57.0,79.0,75.0,10,16,12,8,14,2020,F
2247,296,C. Emslie,RM,78,81,25,Scotland,Right,76.0,72.0,73.0,78.0,34.0,65.0,13,7,7,6,8,2020,F
2248,297,C. Emslie,LM,78,81,25,Scotland,Right,76.0,72.0,73.0,78.0,34.0,65.0,13,7,7,6,8,2020,F
2249,298,Peng Shimeng,GK,78,86,21,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,79,75,71,79,77,2020,F
2250,299,J. Elsig,CB,78,80,26,Germany,Right,52.0,53.0,66.0,64.0,80.0,77.0,16,9,12,14,15,2020,F
2251,300,Bianca Revelia,RB,78,78,31,Brazil,Right,85.0,44.0,71.0,77.0,75.0,68.0,9,7,8,5,9,2020,F
2252,301,L. Alexander,GK,78,79,27,Scotland,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,78,75,76,80,2020,F
2253,302,R. Corsie,CB,78,78,29,Scotland,Right,64.0,30.0,48.0,46.0,79.0,74.0,9,13,11,5,7,2020,F
2254,303,C. Weir,CM,78,85,24,Scotland,Left,69.0,71.0,72.0,75.0,71.0,57.0,13,14,8,8,15,2020,F
2255,304,C. Weir,CDM,78,85,24,Scotland,Left,69.0,71.0,72.0,75.0,71.0,57.0,13,14,8,8,15,2020,F
2256,305,C. Weir,CAM,78,85,24,Scotland,Left,69.0,71.0,72.0,75.0,71.0,57.0,13,14,8,8,15,2020,F
2257,306,Lou Jiahui,RM,77,77,28,China PR,Right,74.0,66.0,72.0,76.0,55.0,71.0,12,7,7,13,13,2020,F
2258,307,Lou Jiahui,RB,77,77,28,China PR,Right,74.0,66.0,72.0,76.0,55.0,71.0,12,7,7,13,13,2020,F
2259,308,A. Ilestedt,CB,77,82,26,Sweden,Right,78.0,36.0,52.0,48.0,77.0,79.0,15,9,9,7,14,2020,F
2260,309,O. Schough,LW,77,77,28,Sweden,Right,85.0,75.0,72.0,77.0,41.0,72.0,13,15,12,10,11,2020,F
2261,310,O. Schough,LWB,77,77,28,Sweden,Right,85.0,75.0,72.0,77.0,41.0,72.0,13,15,12,10,11,2020,F
2262,311,E. Rubensson,CDM,77,82,26,Sweden,Right,85.0,53.0,74.0,79.0,76.0,68.0,15,12,10,8,9,2020,F
2263,312,E. Rubensson,CM,77,82,26,Sweden,Right,85.0,53.0,74.0,79.0,76.0,68.0,15,12,10,8,9,2020,F
2264,313,E. Rubensson,RM,77,82,26,Sweden,Right,85.0,53.0,74.0,79.0,76.0,68.0,15,12,10,8,9,2020,F
2265,314,L. Alleway,CB,77,78,29,Australia,Right,56.0,39.0,50.0,49.0,77.0,84.0,13,9,12,10,7,2020,F
2266,315,Lola Gallardo,GK,77,82,26,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,76,74,78,77,76,2020,F
2267,316,C. Fiskerstrand,GK,77,87,23,Norway,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,79,74,71,73,80,2020,F
2268,317,V. Gauvin,ST,77,82,23,France,Right,74.0,77.0,65.0,73.0,39.0,65.0,12,15,9,10,9,2020,F
2269,318,S. Karchaoui,LB,77,85,23,France,Left,84.0,46.0,71.0,79.0,75.0,47.0,9,14,16,14,10,2020,F
2270,319,M. van Dongen,LB,77,79,26,Netherlands,Left,68.0,51.0,72.0,74.0,76.0,77.0,15,10,17,15,17,2020,F
2271,320,M. van Dongen,CB,77,79,26,Netherlands,Left,68.0,51.0,72.0,74.0,76.0,77.0,15,10,17,15,17,2020,F
2272,321,K. van Es,LB,77,78,27,Netherlands,Right,70.0,62.0,68.0,73.0,76.0,78.0,8,8,14,16,10,2020,F
2273,322,K. van Es,RB,77,78,27,Netherlands,Right,70.0,62.0,68.0,73.0,76.0,78.0,8,8,14,16,10,2020,F
2274,323,K. van Es,CB,77,78,27,Netherlands,Right,70.0,62.0,68.0,73.0,76.0,78.0,8,8,14,16,10,2020,F
2275,324,E. Perisset,LB,77,84,24,France,Left,77.0,45.0,70.0,76.0,77.0,71.0,8,16,15,17,16,2020,F
2276,325,E. Perisset,LM,77,84,24,France,Left,77.0,45.0,70.0,76.0,77.0,71.0,8,16,15,17,16,2020,F
2277,326,C. Short,LB,77,77,28,United States,Right,79.0,65.0,71.0,71.0,76.0,78.0,15,9,16,16,16,2020,F
2278,327,C. Short,CB,77,77,28,United States,Right,79.0,65.0,71.0,71.0,76.0,78.0,15,9,16,16,16,2020,F
2279,328,G. Geyoro,CDM,77,87,21,France,Right,75.0,51.0,68.0,75.0,77.0,65.0,13,16,16,14,11,2020,F
2280,329,G. Geyoro,CB,77,87,21,France,Right,75.0,51.0,68.0,75.0,77.0,65.0,13,16,16,14,11,2020,F
2281,330,K. Johnson,ST,77,80,24,Mexico,Left,77.0,74.0,73.0,76.0,45.0,70.0,14,9,15,8,14,2020,F
2282,331,K. Johnson,LM,77,80,24,Mexico,Left,77.0,74.0,73.0,76.0,45.0,70.0,14,9,15,8,14,2020,F
2283,332,K. Johnson,LW,77,80,24,Mexico,Left,77.0,74.0,73.0,76.0,45.0,70.0,14,9,15,8,14,2020,F
2284,333,K. Walsh,CDM,77,88,22,England,Right,79.0,40.0,73.0,75.0,71.0,77.0,16,9,10,8,8,2020,F
2285,334,Z. Mušović,GK,77,83,23,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,79,79,76,72,74,2020,F
2286,335,T. Knaak,CAM,77,77,28,Germany,Right,81.0,72.0,72.0,81.0,35.0,54.0,11,10,9,10,16,2020,F
2287,336,T. Knaak,ST,77,77,28,Germany,Right,81.0,72.0,72.0,81.0,35.0,54.0,11,10,9,10,16,2020,F
2288,337,T. Knaak,LM,77,77,28,Germany,Right,81.0,72.0,72.0,81.0,35.0,54.0,11,10,9,10,16,2020,F
2289,338,Zoe Tocantins,CB,77,77,35,Brazil,Left,65.0,24.0,56.0,55.0,79.0,70.0,13,15,6,9,8,2020,F
2290,339,Zoe Tocantins,LB,77,77,35,Brazil,Left,65.0,24.0,56.0,55.0,79.0,70.0,13,15,6,9,8,2020,F
2291,340,Melinda Goiás,LM,77,77,31,Brazil,Right,79.0,71.0,74.0,75.0,29.0,62.0,11,7,12,8,9,2020,F
2292,341,Niccole Cintra,ST,77,77,27,Brazil,Right,69.0,77.0,51.0,78.0,18.0,57.0,6,14,10,13,10,2020,F
2293,342,Niccole Cintra,CF,77,77,27,Brazil,Right,69.0,77.0,51.0,78.0,18.0,57.0,6,14,10,13,10,2020,F
2294,343,B. Mead,LM,77,83,24,England,Right,82.0,76.0,67.0,78.0,33.0,62.0,11,15,17,16,10,2020,F
2295,344,B. Mead,RM,77,83,24,England,Right,82.0,76.0,67.0,78.0,33.0,62.0,11,15,17,16,10,2020,F
2296,345,L. Evans,RM,77,77,27,Scotland,Right,80.0,70.0,71.0,77.0,48.0,56.0,15,11,10,5,5,2020,F
2297,346,L. Evans,LM,77,77,27,Scotland,Right,80.0,70.0,71.0,77.0,48.0,56.0,15,11,10,5,5,2020,F
2298,347,L. Evans,CAM,77,77,27,Scotland,Right,80.0,70.0,71.0,77.0,48.0,56.0,15,11,10,5,5,2020,F
2299,348,E. Cuthbert,ST,77,86,20,Scotland,Right,77.0,76.0,67.0,76.0,23.0,58.0,12,7,5,7,14,2020,F
2300,349,E. Cuthbert,CAM,77,86,20,Scotland,Right,77.0,76.0,67.0,76.0,23.0,58.0,12,7,5,7,14,2020,F
2301,350,M. Frohms,GK,77,82,24,Germany,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,79,71,68,76,80,2020,F
2302,351,L. Lattwein,CAM,77,88,19,Germany,Right,70.0,71.0,75.0,77.0,44.0,75.0,7,11,11,13,6,2020,F
2303,352,L. Lattwein,CM,77,88,19,Germany,Right,70.0,71.0,75.0,77.0,44.0,75.0,7,11,11,13,6,2020,F
2304,353,A. Long,CDM,76,76,31,United States,Right,84.0,68.0,71.0,69.0,73.0,80.0,10,16,10,15,10,2020,F
2305,354,A. Long,CM,76,76,31,United States,Right,84.0,68.0,71.0,69.0,73.0,80.0,10,16,10,15,10,2020,F
2306,355,Han Peng,LM,76,76,29,China PR,Right,85.0,70.0,72.0,77.0,49.0,70.0,17,14,11,15,15,2020,F
2307,356,Han Peng,LB,76,76,29,China PR,Right,85.0,70.0,72.0,77.0,49.0,70.0,17,14,11,15,15,2020,F
2308,357,Han Peng,RB,76,76,29,China PR,Right,85.0,70.0,72.0,77.0,49.0,70.0,17,14,11,15,15,2020,F
2309,358,A. Chapman,LB,76,76,30,Canada,Left,77.0,35.0,52.0,57.0,78.0,76.0,10,16,12,17,11,2020,F
2310,359,A. Chapman,RB,76,76,30,Canada,Left,77.0,35.0,52.0,57.0,78.0,76.0,10,16,12,17,11,2020,F
2311,360,Ivana Andrés,CB,76,83,24,Spain,Right,61.0,46.0,56.0,45.0,76.0,74.0,13,13,14,13,12,2020,F
2312,361,M. Arnold,GK,76,82,25,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,71,69,79,78,2020,F
2313,362,Andrea Pereira,CB,76,82,25,Spain,Right,58.0,29.0,52.0,47.0,78.0,72.0,12,10,14,14,13,2020,F
2314,363,Andrea Pereira,RB,76,82,25,Spain,Right,58.0,29.0,52.0,47.0,78.0,72.0,12,10,14,14,13,2020,F
2315,364,R. Stott,CB,76,78,26,New Zealand,Right,56.0,35.0,50.0,67.0,77.0,75.0,8,17,8,9,13,2020,F
2316,365,K. Bowen,CDM,76,78,25,New Zealand,Right,79.0,59.0,78.0,75.0,71.0,70.0,14,9,9,10,11,2020,F
2317,366,K. Bowen,CM,76,78,25,New Zealand,Right,79.0,59.0,78.0,75.0,71.0,70.0,14,9,9,10,11,2020,F
2318,367,K. Bowen,RB,76,78,25,New Zealand,Right,79.0,59.0,78.0,75.0,71.0,70.0,14,9,9,10,11,2020,F
2319,368,Patri Guijarro,CM,76,85,21,Spain,Right,70.0,74.0,72.0,74.0,71.0,61.0,14,8,9,17,17,2020,F
2320,369,Patri Guijarro,CAM,76,85,21,Spain,Right,70.0,74.0,72.0,74.0,71.0,61.0,14,8,9,17,17,2020,F
2321,370,K. Sheridan,GK,76,81,23,Canada,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,73,70,70,77,2020,F
2322,371,Lin Yuping,CB,76,77,27,China PR,Right,79.0,49.0,67.0,62.0,75.0,72.0,16,10,8,12,17,2020,F
2323,372,M. Mathias,RB,76,76,28,United States,Right,70.0,54.0,67.0,66.0,75.0,78.0,15,16,10,14,17,2020,F
2324,373,Cecil Sendela,LM,76,76,35,Brazil,Left,78.0,67.0,73.0,77.0,24.0,54.0,12,14,15,9,13,2020,F
2325,374,Isaby Camila,RM,76,76,31,Brazil,Right,76.0,61.0,72.0,73.0,23.0,58.0,6,7,5,6,14,2020,F
2326,375,Isaby Camila,LM,76,76,31,Brazil,Right,76.0,61.0,72.0,73.0,23.0,58.0,6,7,5,6,14,2020,F
2327,376,S. Howard,RB,76,80,25,Scotland,Right,69.0,41.0,59.0,55.0,77.0,74.0,10,13,8,6,7,2020,F
2328,377,S. Howard,RM,76,80,25,Scotland,Right,69.0,41.0,59.0,55.0,77.0,74.0,10,13,8,6,7,2020,F
2329,378,M. Janogy,ST,76,81,23,Sweden,Right,80.0,77.0,53.0,75.0,45.0,60.0,7,11,9,8,15,2020,F
2330,379,L. Oberdorf,CM,76,93,17,Germany,Right,69.0,70.0,71.0,74.0,69.0,77.0,14,14,9,11,11,2020,F
2331,380,L. Oberdorf,CDM,76,93,17,Germany,Right,69.0,70.0,71.0,74.0,69.0,77.0,14,14,9,11,11,2020,F
2332,381,L. Oberdorf,CB,76,93,17,Germany,Right,69.0,70.0,71.0,74.0,69.0,77.0,14,14,9,11,11,2020,F
2333,382,Li Jiayue,CB,75,75,29,China PR,Right,67.0,43.0,57.0,61.0,75.0,73.0,7,8,13,8,9,2020,F
2334,383,Li Jiayue,RB,75,75,29,China PR,Right,67.0,43.0,57.0,61.0,75.0,73.0,7,8,13,8,9,2020,F
2335,384,Li Jiayue,LB,75,75,29,China PR,Right,67.0,43.0,57.0,61.0,75.0,73.0,7,8,13,8,9,2020,F
2336,385,Celia Jiménez,RB,75,82,24,Spain,Right,68.0,39.0,59.0,62.0,75.0,78.0,11,16,16,15,10,2020,F
2337,386,Celia Jiménez,RM,75,82,24,Spain,Right,68.0,39.0,59.0,62.0,75.0,78.0,11,16,16,15,10,2020,F
2338,387,V. Asseyi,RM,75,78,25,France,Right,89.0,65.0,71.0,75.0,48.0,62.0,8,16,13,7,13,2020,F
2339,388,V. Asseyi,ST,75,78,25,France,Right,89.0,65.0,71.0,75.0,48.0,62.0,8,16,13,7,13,2020,F
2340,389,V. Asseyi,CAM,75,78,25,France,Right,89.0,65.0,71.0,75.0,48.0,62.0,8,16,13,7,13,2020,F
2341,390,C. Santiago,GK,75,80,24,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,76,71,62,70,79,2020,F
2342,391,M. Sánchez,LM,75,84,23,Mexico,Left,83.0,68.0,72.0,76.0,42.0,54.0,12,15,8,8,7,2020,F
2343,392,C. Logarzo,CAM,75,80,24,Australia,Right,80.0,69.0,68.0,74.0,38.0,59.0,11,15,16,7,13,2020,F
2344,393,C. Logarzo,LM,75,80,24,Australia,Right,80.0,69.0,68.0,74.0,38.0,59.0,11,15,16,7,13,2020,F
2345,394,Olga García,ST,75,76,27,Spain,Right,74.0,78.0,68.0,73.0,36.0,59.0,16,13,10,16,10,2020,F
2346,395,Olga García,LM,75,76,27,Spain,Right,74.0,78.0,68.0,73.0,36.0,59.0,16,13,10,16,10,2020,F
2347,396,Olga García,RM,75,76,27,Spain,Right,74.0,78.0,68.0,73.0,36.0,59.0,16,13,10,16,10,2020,F
2348,397,Leila Ouahabi,LB,75,78,26,Spain,Left,73.0,48.0,64.0,68.0,75.0,71.0,15,7,15,13,16,2020,F
2349,398,Leila Ouahabi,LM,75,78,26,Spain,Left,73.0,48.0,64.0,68.0,75.0,71.0,15,7,15,13,16,2020,F
2350,399,M. Thorisdottir,CB,75,80,26,Norway,Left,80.0,29.0,62.0,70.0,75.0,74.0,7,15,13,9,14,2020,F
2351,400,M. Thorisdottir,CDM,75,80,26,Norway,Left,80.0,29.0,62.0,70.0,75.0,74.0,7,15,13,9,14,2020,F
2352,401,R. White,ST,75,76,26,New Zealand,Right,77.0,72.0,73.0,76.0,30.0,62.0,14,12,7,9,7,2020,F
2353,402,R. White,RM,75,76,26,New Zealand,Right,77.0,72.0,73.0,76.0,30.0,62.0,14,12,7,9,7,2020,F
2354,403,R. White,CAM,75,76,26,New Zealand,Right,77.0,72.0,73.0,76.0,30.0,62.0,14,12,7,9,7,2020,F
2355,404,A. Longo,CM,75,75,28,New Zealand,Right,70.0,69.0,72.0,78.0,59.0,67.0,16,16,17,7,16,2020,F
2356,405,A. Longo,CAM,75,75,28,New Zealand,Right,70.0,69.0,72.0,78.0,59.0,67.0,16,16,17,7,16,2020,F
2357,406,A. Longo,CDM,75,75,28,New Zealand,Right,70.0,69.0,72.0,78.0,59.0,67.0,16,16,17,7,16,2020,F
2358,407,H. Wilkinson,ST,75,76,27,New Zealand,Right,71.0,76.0,58.0,75.0,23.0,63.0,15,13,14,13,16,2020,F
2359,408,H. Wilkinson,RM,75,76,27,New Zealand,Right,71.0,76.0,58.0,75.0,23.0,63.0,15,13,14,13,16,2020,F
2360,409,H. Wilkinson,LM,75,76,27,New Zealand,Right,71.0,76.0,58.0,75.0,23.0,63.0,15,13,14,13,16,2020,F
2361,410,E. Jansen,ST,75,76,26,Netherlands,Right,67.0,71.0,62.0,72.0,59.0,67.0,7,14,10,11,10,2020,F
2362,411,J. Andersson,LWB,75,78,26,Sweden,Left,84.0,43.0,62.0,73.0,72.0,64.0,13,16,15,15,16,2020,F
2363,412,S. D'Angelo,GK,75,77,26,Canada,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,76,73,72,75,2020,F
2364,413,S. Zadorsky,CB,75,77,26,Canada,Left,64.0,24.0,59.0,56.0,74.0,77.0,13,7,15,14,7,2020,F
2365,414,E. Carpenter,RB,75,88,19,Australia,Right,73.0,36.0,66.0,72.0,74.0,77.0,9,17,15,11,14,2020,F
2366,415,E. Carpenter,CDM,75,88,19,Australia,Right,73.0,36.0,66.0,72.0,74.0,77.0,9,17,15,11,14,2020,F
2367,416,L. van der Most,RB,75,78,25,Netherlands,Right,86.0,31.0,64.0,73.0,70.0,73.0,8,11,14,11,16,2020,F
2368,417,R. Jansen,ST,75,75,28,Netherlands,Right,77.0,74.0,67.0,77.0,58.0,71.0,16,12,13,15,16,2020,F
2369,418,R. Jansen,RW,75,75,28,Netherlands,Right,77.0,74.0,67.0,77.0,58.0,71.0,16,12,13,15,16,2020,F
2370,419,R. Jansen,RB,75,75,28,Netherlands,Right,77.0,74.0,67.0,77.0,58.0,71.0,16,12,13,15,16,2020,F
2371,420,Aitana Bonmatí,CAM,75,86,21,Spain,Right,69.0,68.0,68.0,75.0,61.0,60.0,9,15,11,12,14,2020,F
2372,421,Aitana Bonmatí,CM,75,86,21,Spain,Right,69.0,68.0,68.0,75.0,61.0,60.0,9,15,11,12,14,2020,F
2373,422,Aitana Bonmatí,RM,75,86,21,Spain,Right,69.0,68.0,68.0,75.0,61.0,60.0,9,15,11,12,14,2020,F
2374,423,Iris Vieirinha,GK,75,75,31,Brazil,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,80,79,72,79,2020,F
2375,424,Magi Bardini,CAM,75,75,27,Brazil,Left,66.0,71.0,76.0,77.0,52.0,58.0,5,11,13,6,14,2020,F
2376,425,Magi Bardini,CM,75,75,27,Brazil,Left,66.0,71.0,76.0,77.0,52.0,58.0,5,11,13,6,14,2020,F
2377,426,J. Ross,ST,75,75,29,Scotland,Right,74.0,74.0,64.0,74.0,23.0,56.0,15,13,12,15,14,2020,F
2378,427,J. Ross,LM,75,75,29,Scotland,Right,74.0,74.0,64.0,74.0,23.0,56.0,15,13,12,15,14,2020,F
2379,428,J. Ross,CAM,75,75,29,Scotland,Right,74.0,74.0,64.0,74.0,23.0,56.0,15,13,12,15,14,2020,F
2380,429,F. Brown,LM,75,81,24,Scotland,Right,76.0,71.0,69.0,76.0,33.0,68.0,6,7,7,10,13,2020,F
2381,430,F. Brown,RM,75,81,24,Scotland,Right,76.0,71.0,69.0,76.0,33.0,68.0,6,7,7,10,13,2020,F
2382,431,F. Brown,CM,75,81,24,Scotland,Right,76.0,71.0,69.0,76.0,33.0,68.0,6,7,7,10,13,2020,F
2383,432,C. Murray,CM,75,75,29,Scotland,Right,65.0,70.0,72.0,74.0,77.0,57.0,15,15,7,7,11,2020,F
2384,433,C. Murray,CDM,75,75,29,Scotland,Right,65.0,70.0,72.0,74.0,77.0,57.0,15,15,7,7,11,2020,F
2385,434,C. Murray,RM,75,75,29,Scotland,Right,65.0,70.0,72.0,74.0,77.0,57.0,15,15,7,7,11,2020,F
2386,435,J. Love,CM,75,75,33,Scotland,Right,66.0,68.0,68.0,75.0,70.0,62.0,12,6,7,10,10,2020,F
2387,436,J. Love,CDM,75,75,33,Scotland,Right,66.0,68.0,68.0,75.0,70.0,62.0,12,6,7,10,10,2020,F
2388,437,H. Lauder,LB,75,75,29,Scotland,Left,77.0,57.0,64.0,70.0,73.0,64.0,7,10,14,13,11,2020,F
2389,438,H. Lauder,LM,75,75,29,Scotland,Left,77.0,57.0,64.0,70.0,73.0,64.0,7,10,14,13,11,2020,F
2390,439,H. Lauder,CM,75,75,29,Scotland,Left,77.0,57.0,64.0,70.0,73.0,64.0,7,10,14,13,11,2020,F
2391,440,Nahikari,ST,75,83,22,Spain,Right,74.0,77.0,61.0,76.0,19.0,52.0,7,14,13,13,7,2020,F
2392,441,N. Björn,RB,75,86,22,Sweden,Right,80.0,40.0,65.0,71.0,72.0,67.0,7,14,9,8,12,2020,F
2393,442,T. Allen,RB,74,79,25,Australia,Right,77.0,49.0,67.0,59.0,76.0,82.0,14,17,16,14,13,2020,F
2394,443,A. Leon,LW,74,75,26,Canada,Right,77.0,74.0,67.0,74.0,24.0,59.0,8,11,17,15,12,2020,F
2395,444,A. Leon,RW,74,75,26,Canada,Right,77.0,74.0,67.0,74.0,24.0,59.0,8,11,17,15,12,2020,F
2396,445,R. Quinn,CB,74,79,23,Canada,Right,74.0,35.0,66.0,64.0,75.0,72.0,13,11,8,14,16,2020,F
2397,446,R. Quinn,CDM,74,79,23,Canada,Right,74.0,35.0,66.0,64.0,75.0,72.0,13,11,8,14,16,2020,F
2398,447,R. Quinn,CM,74,79,23,Canada,Right,74.0,35.0,66.0,64.0,75.0,72.0,13,11,8,14,16,2020,F
2399,448,N. Rangel,CDM,74,77,27,Mexico,Right,69.0,54.0,71.0,69.0,71.0,79.0,13,17,12,9,11,2020,F
2400,449,N. Rangel,CM,74,77,27,Mexico,Right,69.0,54.0,71.0,69.0,71.0,79.0,13,17,12,9,11,2020,F
2401,450,L. Utland,ST,74,77,26,Norway,Right,71.0,75.0,51.0,71.0,28.0,58.0,15,13,12,12,14,2020,F
2402,451,L. Utland,RM,74,77,26,Norway,Right,71.0,75.0,51.0,71.0,28.0,58.0,15,13,12,12,14,2020,F
2403,452,A. Green,LB,74,74,28,New Zealand,Left,76.0,64.0,66.0,69.0,74.0,70.0,11,13,8,13,8,2020,F
2404,453,K. Duncan,CM,74,74,31,New Zealand,Right,58.0,50.0,66.0,72.0,72.0,73.0,7,11,6,5,10,2020,F
2405,454,K. Duncan,CDM,74,74,31,New Zealand,Right,58.0,50.0,66.0,72.0,72.0,73.0,7,11,6,5,10,2020,F
2406,455,S. Gregorius,RW,74,74,31,New Zealand,Right,87.0,72.0,70.0,75.0,42.0,58.0,14,17,12,9,15,2020,F
2407,456,S. Gregorius,ST,74,74,31,New Zealand,Right,87.0,72.0,70.0,75.0,42.0,58.0,14,17,12,9,15,2020,F
2408,457,S. Gregorius,LW,74,74,31,New Zealand,Right,87.0,72.0,70.0,75.0,42.0,58.0,14,17,12,9,15,2020,F
2409,458,M. Moore,CB,74,80,23,New Zealand,Right,66.0,29.0,53.0,59.0,76.0,74.0,7,15,14,13,13,2020,F
2410,459,M. Moore,RB,74,80,23,New Zealand,Right,66.0,29.0,53.0,59.0,76.0,74.0,7,15,14,13,13,2020,F
2411,460,N. Prince,ST,74,79,24,Canada,Right,92.0,69.0,63.0,75.0,21.0,63.0,9,7,17,8,14,2020,F
2412,461,N. Prince,RM,74,79,24,Canada,Right,92.0,69.0,63.0,75.0,21.0,63.0,9,7,17,8,14,2020,F
2413,462,N. Prince,LM,74,79,24,Canada,Right,92.0,69.0,63.0,75.0,21.0,63.0,9,7,17,8,14,2020,F
2414,463,A. Tounkara,CB,74,83,24,France,Right,64.0,32.0,53.0,52.0,75.0,72.0,16,8,9,13,10,2020,F
2415,464,Mariona,CAM,74,83,23,Spain,Right,68.0,72.0,64.0,78.0,48.0,67.0,13,8,11,11,9,2020,F
2416,465,Mariona,ST,74,83,23,Spain,Right,68.0,72.0,64.0,78.0,48.0,67.0,13,8,11,11,9,2020,F
2417,466,Mariona,LM,74,83,23,Spain,Right,68.0,72.0,64.0,78.0,48.0,67.0,13,8,11,11,9,2020,F
2418,467,H. Glas,RB,74,77,26,Sweden,Right,69.0,41.0,58.0,58.0,76.0,75.0,10,17,11,16,7,2020,F
2419,468,H. Glas,RWB,74,77,26,Sweden,Right,69.0,41.0,58.0,58.0,76.0,75.0,10,17,11,16,7,2020,F
2420,469,H. Glas,CB,74,77,26,Sweden,Right,69.0,41.0,58.0,58.0,76.0,75.0,10,17,11,16,7,2020,F
